chr,loc,cms_score,gene_name
3,56772125,6.57973,"ARHGEF3,FAM208A"
3,56573038,6.57973,"CCDC66,ERC2,FAM208A"
2,71703023,6.57748,"DYSF,ZNF638"
1,189763076,6.57593,
13,58402479,6.57459,PCDH17
5,53958590,6.57154,LOC102467080
1,61380825,6.57154,"LOC101926964,NFIA-AS2"
3,156687717,6.57018,LEKR1
11,105709308,6.56976,GRIA4
15,97562758,6.56764,
5,137742588,6.56613,"CDC25C,EGR1,ETF1,FAM53C,KDM3B,LOC100128966,REEP2"
2,85935720,6.56613,"ATOH8,C2orf68,GNLY,MIR6071,SFTPB,USP39"
14,28303915,6.56613,
12,118841675,6.56613,"SUDS3,TAOK3"
11,26846124,6.56613,
2,52745309,6.56516,
15,91590730,6.56516,"PRC1,PRC1-AS1,RCCD1,SV2B,UNC45A,VPS33B,VPS33B-DT"
13,77618305,6.56516,"ACOD1,CLN5,FBXL3,MYCBP2,MYCBP2-AS1"
2,1813057,6.56448,"MYT1L,PXDN"
3,87195327,6.56442,"CHMP2B,LINC00506,MIR4795"
17,14628409,6.56418,
2,79585230,6.56357,
9,109999831,6.56257,RAD23B
2,17196168,6.5605,
1,66141177,6.5605,LEPR
19,41521939,6.56033,"CYP2A13,CYP2B6,CYP2B7P,CYP2F1"
14,102921987,6.56033,"ANKRD9,CINP,LINC02323,MIR4309,TECPR2"
8,140686841,6.55929,"KCNK9,TRAPPC9"
12,8136758,6.55929,"C3AR1,FOXJ2,NECAP1,SLC2A14,SLC2A3"
10,29990831,6.55726,"MIR938,SVIL"
11,76766709,6.55706,"ACER3,B3GNT6,CAPN5,MYO7A,OMP"
8,18308620,6.55607,"NAT2,PSD3"
6,86071294,6.55607,"LINC02535,NT5E"
14,32891134,6.55438,AKAP6
1,78502520,6.55438,"DNAJB4,FUBP1,GIPC2,NEXN"
13,107938093,6.55239,"FAM155A,SNORD31B"
15,51380477,6.55228,"AP4E1,MIR4713HG,TNFAIP8L3"
6,8830981,6.54911,LOC100506207
2,102015752,6.54753,"CREG2,MIR5696,RFX8,RNF149"
1,169737085,6.54683,"C1orf112,METTL18,SCYL3,SELE,SELL"
2,37047774,6.54605,"STRN,VIT"
15,78164594,6.54605,"LINGO1,LOC440292,LOC645752"
2,9376360,6.54333,ASAP2
15,36232698,6.54288,"DPH6-DT,MIR4510"
13,74608626,6.54278,KLF12
11,14165120,6.54263,SPON1
5,63813396,6.54082,RGS7BP
3,40495151,6.53469,"ENTPD3,ENTPD3-AS1,RPL14,ZNF619,ZNF620,ZNF621"
10,56804068,6.53469,PCDH15
11,80395507,6.53398,LOC101928944
7,155569983,6.53112,"RBM33,SHH"
6,67939994,6.53112,
7,18705964,6.5278,HDAC9
3,155666910,6.5278,"GMPS,SLC33A1"
3,11639162,6.5278,"ATG7,VGLL4"
17,26827495,6.5278,"ALDOC,FOXN1,PIGS,SARM1,SLC13A2,SLC46A1,SPAG5,SPAG5-AS1,UNC119"
12,97718165,6.5278,
1,98575333,6.52631,"MIR137,MIR137HG,MIR2682"
13,112158851,6.5261,LINC02337
15,39722870,6.52606,
16,15935612,6.52589,"FOPNL,MYH11"
18,12899881,6.52374,"CEP192,PTPN2,SEH1L"
10,33974452,6.52322,LINC00838
1,36943655,6.52278,"CSF3R,LSM10,MRPS15,OSCP1,SNORA63C,STK40"
7,96455110,6.52181,
5,138095643,6.52181,"CTNNA1,LOC105379194"
13,79477845,6.52181,LINC00331
7,35214569,6.51948,"DPY19L2P1,TBX20"
11,7547086,6.51948,"LOC100506258,OLFML1,PPFIBP2,SYT9"
15,59889893,6.51832,"BNIP2,FAM81A,GCNT3,GTF2A2"
16,76012124,6.51361,
8,31382784,6.51298,
6,68280346,6.51298,
6,127446249,6.51298,RSPO3
5,103641939,6.51298,
4,2788671,6.51298,"ADD1,FAM193A,SH3BP2,TNIP2"
22,27898940,6.51298,
2,1079442,6.51298,SNTG2
2,105195254,6.51298,"LINC01102,LINC01103"
16,86977882,6.51298,
3,7309658,6.51273,GRM7
19,56073411,6.51244,"CCDC106,FIZ1,NAT14,SBK2,SBK3,SSC5D,U2AF2,ZNF524,ZNF579,ZNF580,ZNF581,ZNF628,ZNF784,ZNF865"
17,49068425,6.51244,SPAG9
5,3605635,6.51039,"IRX1,LINC01019"
9,89865709,6.51004,C9orf170
15,95241143,6.50815,
20,23702171,6.50767,"CST1,CST3,CST4"
8,4710803,6.50384,CSMD1
7,107739625,6.50384,"LAMB1,LAMB4,NRCAM"
6,20582352,6.50384,"CDKAL1,E2F3"
4,180591189,6.50384,
3,20755174,6.50384,
20,48661650,6.50384,"RNF114,SNAI1,TMEM189,TMEM189-UBE2V1,TRERNA1,UBE2V1"
18,6839430,6.50384,"ARHGAP28,LINC00668"
18,63595610,6.50384,CDH7
7,22058731,6.50289,"CDCA7L,RAPGEF5"
17,21517707,6.50221,C17orf51
6,107286750,6.50059,"BEND3,C6orf203,LINC02532,MIR587"
6,104282552,6.50059,
5,13178690,6.50047,
17,34071852,6.498,"AP2B1,C17orf50,GAS2L2,MMP28,RASL10B,TAF15"
11,61598288,6.49718,"DAGLA,DKFZP434K028,FADS1,FADS2,FADS3,FEN1,MIR1908,MIR611,MIR6746,MYRF,RAB3IL1,TMEM258"
7,54473845,6.49682,LINC01445
2,137971113,6.49682,THSD7B
9,103521408,6.4948,
9,5056482,6.49445,JAK2
14,74239654,6.49379,"DNAL1,ELMSAN1,LINC02274,LOC100506476,MIR4505,PNMA1,PTGR2"
7,137019445,6.49375,"DGKI,PTN"
10,49984053,6.49365,WDFY4
14,51295713,6.49177,"ABHD12B,LOC105370489,NIN,PYGL"
13,71818540,6.49177,LINC00348
13,101179676,6.49177,"GGACT,PCCA,PCCA-AS1,TMTC4"
19,7004807,6.49129,"ADGRE1,ADGRE4P,FLJ25758,MBD3L2,MBD3L2B,MBD3L3,MBD3L4,MBD3L5,ZNF557"
10,108417238,6.49129,SORCS1
6,96427121,6.49128,FUT9
10,61139869,6.48979,FAM13C
18,71653851,6.48813,FBXO15
7,109104147,6.485,
4,13597251,6.485,"BOD1L1,LINC01096,LINC01097,LINC01182,MIR5091,NKX3-2"
2,6845155,6.485,"LINC00487,LINC01246,MIR7515,MIR7515HG"
10,80466939,6.485,
2,75657932,6.48477,"EVA1A,LOC101927884"
13,100404896,6.48477,"CLYBL,CLYBL-AS1,CLYBL-AS2,LOC101927437"
6,93908752,6.48463,EPHA7
10,8228674,6.48305,LINC00708
1,161955656,6.47854,"ATF6,NOS1AP,OLFML2B"
19,56778234,6.47678,"EDDM13,GALP,ZSCAN5A,ZSCAN5B,ZSCAN5C"
3,118253123,6.47648,LOC105374060
5,1844067,6.47462,"CTD-2194D22.4,IRX4,LINC02116,MRPL36,NDUFS6"
17,70428109,6.47462,"LINC00673,LINC02003"
19,57407350,6.47341,"MIMT1,PEG3,PEG3-AS1,ZIM2,ZIM2-AS1"
16,62642846,6.4679,
1,176788394,6.46373,"ASTN1,PAPPA2"
6,166700950,6.46025,"LOC100289495,LOC101929297,MPC1,PRR18,SFT2D1"
4,172128219,6.46025,MIR6082
14,96598695,6.45967,"BDKRB2,C14orf132"
9,117257846,6.45848,"ATP6V1G1,WHRN"
7,29767480,6.45848,"DPY19L2P3,LOC646762,MIR550A3,WIPF3,ZNRF2P2"
7,27596465,6.45848,"HIBADH,TSL"
2,32012421,6.45848,"LINC01946,MEMO1"
19,48680249,6.45848,"CARD8,CARD8-AS1,LIG1,PLA2G4C,ZNF114,ZSWIM9"
11,121778571,6.45848,
12,73163463,6.45774,
1,216054920,6.45771,USH2A
11,7245475,6.45734,"MIR302E,SYT9"
4,77024534,6.45556,"ART3,CXCL10,CXCL11,CXCL9,LOC101928809,NUP54,SCARB2"
8,35024364,6.45407,UNC5D
7,19748769,6.45407,"MIR3146,TMEM196,TWISTNB"
6,150335143,6.45407,"LOC105378052,RAET1E-AS1,RAET1G,RAET1K,RAET1L,ULBP1,ULBP2,ULBP3"
5,25437196,6.45407,
4,117076332,6.45407,
20,9802796,6.45407,PAK5
18,8923092,6.45407,MTCL1
17,57106185,6.45407,"PPM1E,SKA2,TRIM37"
17,12636395,6.45407,"ARHGAP44,LINC00670,LOC100128006,LOC101928418,MYOCD"
15,99951910,6.45407,LRRC28
15,70454872,6.45407,"MIR629,TLE3"
11,90472781,6.45407,DISC1FP1
11,27696743,6.45407,"BDNF,BDNF-AS,LINC00678"
10,57705421,6.45407,
2,142506366,6.45312,LRP1B
6,64977136,6.44937,EYS
5,90329458,6.44937,ADGRV1
2,167641902,6.44937,
11,108484818,6.44937,"DDX10,EXPH5"
14,46759568,6.4487,LINC00871
7,133491069,6.44816,"EXOC4,LOC101928861"
22,50063614,6.44816,C22orf34
19,12669655,6.44522,"MAN2B1,ZNF490,ZNF564,ZNF709,ZNF791"
8,20121441,6.44304,"ATP6V1B2,LZTS1,LZTS1-AS1,SLC18A1"
10,48453200,6.44183,"GDF10,GDF2,RBP3,ZNF488"
1,58783853,6.44183,DAB1
7,68124614,6.44131,
22,42538669,6.44129,"CYP2D6,LOC101929829,NAGA,NDUFA6,NDUFA6-DT,PHETA2,SMDT1,TCF20"
4,122149001,6.44039,TNIP3
6,78180535,6.43943,HTR1B
6,78439179,6.43809,MEI4
5,106783105,6.43809,EFNA5
5,489716,6.43563,"AHRR,EXOC3,EXOC3-AS1,MIR4456,PP7080,SLC9A3,SLC9A3-AS1"
2,27458790,6.43104,"ATRAID,CAD,DNAJC5G,GTF3C2,GTF3C2-AS1,MPV17,PRR30,SLC30A3,SLC5A6,TCF23,TRIM54,UCN"
10,59243761,6.43035,
16,8761245,6.42978,"ABAT,METTL22"
16,89170421,6.42445,"ACSF3,CDH15,LINC00304,LINC02138,SLC22A31"
5,92017838,6.42176,
20,10671782,6.42176,"JAG1,LINC01752,MIR6870,SLX4IP"
13,70999538,6.42176,
10,124293582,6.42176,"ARMS2,DMBT1,HTRA1"
19,11767362,6.42116,"ACP5,ELOF1,ZNF627,ZNF823,ZNF833P"
13,33866133,6.42116,"LINC02344,STARD13,STARD13-AS"
8,132598387,6.41914,
16,82342304,6.41914,
6,114741868,6.4166,HDAC2-AS2
4,189676789,6.4166,LINC02508
17,65633567,6.41149,"NOL11,PITPNC1"
1,108021758,6.41149,"NTNG1,VAV3"
9,90213762,6.40578,"DAPK1,DAPK1-IT1"
8,109624930,6.40519,TMEM74
6,9289075,6.40512,
6,122455832,6.40512,
4,181921938,6.40512,LINC00290
4,10865795,6.40512,
12,5214460,6.40512,KCNA5
11,86469990,6.40512,"ME3,OR7E2P,PRSS23"
22,21315708,6.39899,"AIFM3,CRKL,LINC01637,LRRC74B,LZTR1,MIR649,P2RX6,P2RX6P,SLC7A4,SNAP29,THAP7,THAP7-AS1,TUBA3FP"
1,7151479,6.39886,CAMTA1
7,18189670,6.39825,"HDAC9,MIR1302-6"
7,146731727,6.39825,"CNTNAP2,LOC101928700"
5,44268215,6.39329,FGF10
17,1265325,6.3906,"BHLHA9,CRK,TRARG1,YWHAE"
12,110169146,6.3906,"FAM222A,FAM222A-AS1,TRPV4"
14,29869330,6.39014,
20,36604698,6.38844,"RPRD1B,TTI1,VSTM2L"
1,49396826,6.38722,AGBL4
10,71076335,6.38603,"HK1,HKDC1,LOC101928994,TACR2"
18,20146740,6.38302,
1,73661784,6.38284,
9,105848789,6.38079,"CYLC2,LINC01492"
4,11427832,6.38079,"HS3ST1,MIR572"
9,112600972,6.37446,"PALM2,PALM2-AKAP2"
17,75539771,6.37431,"LOC100507351,LOC400622,SEPT9"
14,92460763,6.37431,"ATXN3,FBLN5,TRIP11"
6,57085626,6.37384,"BAG2,LOC100506188,PRIM2,RAB23,ZNF451,ZNF451-AS1"
21,45876716,6.37384,"KRTAP10-1,KRTAP10-2,LINC02575,LRRC3,LRRC3-DT,TRPM2,TRPM2-AS,TSPEAR,TSPEAR-AS1,TSPEAR-AS2"
17,60190630,6.37176,MED13
3,46390172,6.37078,"CCR2,CCR3,CCR5,CCRL2,LINC02009,LOC102724297,LTF"
3,104948130,6.37078,
16,4065613,6.37078,"ADCY9,LOC102724927"
12,87884801,6.37078,
9,81712695,6.37016,LOC101927450
17,60214389,6.37016,MED13
17,55004694,6.36951,"C17orf67,COIL,DGKE,MIR3614,MTVR2,SCPEP1,TRIM25"
10,17140335,6.36687,"CUBN,TRDMT1"
2,114894687,6.36542,
16,14378042,6.36542,"LINC02130,MIR193B,MIR193BHG,MIR365A,MRTFB"
10,64350533,6.36542,ZNF365
13,99975333,6.36291,"FKSG29,GPR18,GPR183,MIR623,UBAC2"
4,9860579,6.36261,"DRD5,SLC2A9"
7,13409920,6.36247,
10,90894233,6.35964,"CH25H,LIPA,MIR4679-1,MIR4679-2"
12,127196177,6.35881,"LINC00943,LINC00944,LOC100996671"
10,31716705,6.35881,ZEB1
19,55712541,6.35865,"BRSK1,DNAAF3,HSPBP1,MIR6802,MIR6803,MIR6804,MIR7975,PPP1R12C,PPP6R1,PTPRH,SYT5,TMEM86B,TNNI3,TNNT1"
15,72049764,6.35865,"MYO9A,NR2E3,THSD4,THSD4-AS2"
4,126392486,6.35667,"FAT4,MIR2054"
10,4454282,6.35315,LINC00703
14,55894478,6.35043,"ATG14,FBXO34,TBPL2"
15,54855854,6.34954,UNC13C
4,10505462,6.34794,"CLNK,ZNF518B"
3,13869186,6.34766,"LINC00620,WNT7A"
6,13787316,6.34761,"MCUR1,RANBP9"
4,7285445,6.34761,"MIR4798,SORCS2"
3,62369677,6.34761,"C3orf14,CADPS,FEZF2,PTPRG,PTPRG-AS1"
18,25752582,6.34669,CDH2
2,224230617,6.34628,
17,72040153,6.34628,
15,25955429,6.34628,ATP10A
2,64647281,6.3437,"LGALSL,LINC01805,MIR4433A,MIR4433B"
9,115150393,6.34323,"C9orf147,HSDL2,KIAA1958,PTBP3"
8,33263514,6.34323,"FUT10,MAK16,TTI2"
9,10616298,6.34094,"PTPRD,PTPRD-AS2"
5,79327855,6.34094,"CTD-2201I18.1,LINC01455,MTX3,SERINC5,THBS4"
18,41264125,6.34094,
14,78786133,6.34094,NRXN3
5,59400953,6.33654,PDE4D
7,38344048,6.33469,"AMPH,STARD3NL,TARP,TRG-AS1"
13,60421219,6.33469,DIAPH3
12,117347885,6.33469,"FBXW8,HRK,LOC100506551,RNFT2"
6,160584214,6.33404,"IGF2R,LOC729603,SLC22A1,SLC22A2"
4,33612363,6.33327,
3,183189632,6.33158,"KLHL6,KLHL6-AS1,LINC00888,MCF2L2,SNORA63D,SNORA63E"
8,81605047,6.33139,ZNF704
6,130079152,6.33139,"ARHGAP18,TMEM244"
2,233039253,6.33139,DIS3L2
17,68860846,6.33139,
1,57014289,6.33139,"LOC101929935,PLPP3,PRKAA2"
7,5373096,6.33042,"LOC100129484,SLC29A4,TNRC18,WIPI2"
6,65813060,6.33042,EYS
3,195751633,6.33042,"SDHAP1,TFRC"
17,33336914,6.32931,"CCT6B,LIG3,RAD51D,RAD51L3-RFFL,RFFL,ZNF830"
14,74806481,6.32931,"ABCD4,SYNDIG1L,VRTN,VSX2"
6,139227806,6.32671,"ECT2L,REPS1"
4,12851061,6.32637,
2,22477623,6.32637,
19,56806350,6.32637,"EDDM13,ZNF542P,ZNF582,ZNF582-AS1,ZSCAN5A,ZSCAN5C"
10,86161585,6.32637,CCSER2
3,129053615,6.32572,"COPG1,EFCAB12,H1FX,H1FX-AS1,HMCES,MBD4,MIR6826,RPL32P3,SNORA7B"
18,49964562,6.32572,DCC
5,123152792,6.32521,
10,67344031,6.32339,LINC01515
9,37452143,6.31944,"FBXO10,GRHPR,POLR1E,ZBTB5,ZCCHC7"
4,147076578,6.31944,"LINC01095,LSM6,REELD1,SLC10A7"
2,182546908,6.31944,"CERKL,NEUROD1"
14,101618292,6.31944,"LINC02285,MEG9,MIR134,MIR154,MIR323B,MIR369,MIR377,MIR382,MIR409,MIR410,MIR412,MIR485,MIR487A,MIR496,MIR541,MIR656,MIR668"
21,28152270,6.318,ADAMTS1
2,49815917,6.31618,
1,82179353,6.31604,ADGRL2
15,24048452,6.31074,
14,90853575,6.31057,"CALM1,LINC00642,LINC02317,NRDE2"
12,11134494,6.31057,"PRH1,PRH1-PRR4,PRH1-TAS2R14,PRH2,TAS2R13,TAS2R14,TAS2R19,TAS2R20,TAS2R31,TAS2R46,TAS2R50"
20,11675590,6.30954,
15,70240939,6.30812,TLE3
1,38920095,6.30499,LINC01685
13,107067183,6.30403,"EFNB2,LINC00460"
10,55118824,6.30355,
4,5941735,6.30235,"C4orf50,CRMP1,JAKMIP1,MIR378D1"
2,33630693,6.30163,"LTBP1,MIR4430,RASGRP3"
9,127594573,6.29995,"ARPC5L,GOLGA1,NR6A1,OLFML2A,RPL35,WDR38"
5,91330979,6.29961,
12,128647382,6.29961,"LINC02368,LINC02369"
10,34092175,6.29961,LINC00838
10,107985705,6.29814,LOC105378470
6,89998039,6.29343,"GABRR1,GABRR2,RRAGD,UBE2J1"
8,144515885,6.29235,"MAFA,MAFA-AS1,RHPN1,RHPN1-AS1,SNORD149,TOP1MT,ZC3H3"
5,163241440,6.29235,
4,21703026,6.29235,"KCNIP4,LOC105374516"
15,100630639,6.29235,ADAMTS17
4,40375653,6.2919,"CHRNA9,LINC02265,RBM47"
2,56880917,6.2919,
2,38500959,6.2919,"ATL2,CYP1B1-AS1"
18,49273487,6.28669,
2,232590718,6.28474,"COPS7B,MIR1244-1,MIR1244-2,MIR1244-3,MIR1244-4,PDE6D,PTMA"
16,24592604,6.27893,"LINC01567,RBBP6,TNRC6A"
17,32745024,6.27814,"CCL1,CCL13,CCL8"
5,161812558,6.27504,
4,7591625,6.27504,SORCS2
14,90370588,6.27504,"EFCAB11,TDP1"
2,240855755,6.27444,"MIR4786,NDUFA10"
2,233961781,6.27444,"INPP5D,LOC101928881,NEU2,NGEF"
15,100518631,6.27444,"ADAMTS17,LOC400464"
10,120167828,6.27444,"FAM204A,LINC00867"
19,57810202,6.27395,"AURKC,TRAPPC2B,ZNF264,ZNF304,ZNF460,ZNF460-AS1,ZNF543,ZNF547,ZNF548,ZNF805"
1,41334576,6.27359,"CITED4,KCNQ4,NFYC"
9,77212629,6.272,"RORB,RORB-AS1"
8,67739147,6.272,"C8orf44-SGK3,MCMDC2,PTTG3P,SGK3,SNHG6,SNORD87"
5,137395104,6.272,"BRD8,FAM13B,LOC100130172,NME5,WNT8A"
2,125555164,6.272,CNTNAP5
17,47979147,6.272,"DLX3,DLX4,FLJ45513,KAT7,TAC4"
14,45506857,6.272,"FANCM,FKBP3,KLHL28,PRPF39,SNORD127,TOGARAM1"
4,58207032,6.27155,LINC02380
18,20262294,6.26881,LOC101927571
7,43462291,6.26732,"HECW1,LUARIS"
2,860229,6.26732,"LINC01115,LINC01939,SNTG2,SNTG2-AS1"
17,65286207,6.26732,"HELZ,LOC101928021,PITPNC1,PSMD12"
18,8325210,6.26597,"LOC100192426,PTPRM"
14,102600166,6.26597,"DYNC1H1,HSP90AA1,MOK,WDR20"
8,15325684,6.26516,TUSC3
7,91516907,6.26516,"AKAP9,MTERF1"
4,10761459,6.26516,CLNK
1,46454985,6.26516,"LOC110117498-PIK3R3,MAST2,PIK3R3"
1,246041086,6.26516,SMYD3
22,25223623,6.26501,"PIWIL3,SGSM1,TOP1P2"
12,94523693,6.26448,PLXNC1
12,104643964,6.26448,"EID3,TXNRD1"
7,65074870,6.26405,"INTS4P2,LOC101929322,LOC441242"
11,84946753,6.26405,DLG2
11,61306747,6.26405,"LOC101927495,LRRC10B,MIR4488,PPP1R32,RPLP0P2,SDHAF2,SYT7"
11,17399731,6.26405,"ABCC8,KCNJ11,NCR3LG1,NUCB2"
9,89057776,6.26344,TUT7
6,72461224,6.26344,
15,36990789,6.26291,C15orf41
12,32251181,6.26182,BICD1
12,62548737,6.25948,FAM19A2
5,6204428,6.25881,
9,81462178,6.25703,
6,151432892,6.25703,"LOC102723831,MTHFD1L"
11,85780073,6.25703,PICALM
10,19033057,6.25703,"ARL5B,NSUN6"
8,108806487,6.25615,
11,86019782,6.25615,"CCDC81,EED,HIKESHI,MIR6755"
1,248129689,6.25615,"OR2AJ1,OR2AK2,OR2L13,OR2L1P,OR2L2,OR2L3,OR2L5,OR2L8,OR2T8,OR2W3,TRIM58"
7,33605613,6.25464,BBS9
6,34644863,6.25464,"C6orf106,LOC101929243,SNRPC"
2,190827023,6.25464,"MSTN,PMS1"
15,97337136,6.25003,"SPATA8,SPATA8-AS1"
6,70988980,6.2498,"COL19A1,COL9A1"
6,166859649,6.2498,"LOC100289495,MIR1913,MPC1,RPS6KA2,RPS6KA2-IT1"
5,170902275,6.2498,"FGF18,MIR3912,NPM1"
5,105871361,6.2498,
13,49473815,6.2498,FNDC3A
1,107478785,6.2498,LINC01661
12,15263753,6.24933,"RERG,RERG-AS1"
6,39244214,6.24876,"KCNK16,KCNK17,KCNK5,KIF6"
2,224927844,6.24782,"MRPL44,SERPINE2"
16,77597727,6.24553,
7,25452070,6.24477,
12,104007267,6.24477,"LINC02401,STAB2"
5,169704002,6.24117,"C5orf58,KCNIP1,LCP2,LINC01187,LINC01366,LOC100128059"
16,50913162,6.24117,"CYLD,LINC02168"
9,97362296,6.23554,"FBP1,FBP2,PCAT7"
16,86689426,6.23554,"FLJ30679,FOXC2,FOXC2-AS1,FOXL1,LINC02188,LINC02189"
9,107817821,6.23318,
7,147148456,6.23318,"CNTNAP2,MIR548F4"
5,137422740,6.23318,"BRD8,FAM13B,KIF20A,LOC100130172,NME5,WNT8A"
11,98067826,6.23318,
10,131824312,6.23318,"C10orf143,CTAGE7P,EBF3"
1,78272992,6.23318,"MIGA1,NEXN,NEXN-AS1,USP33"
9,104988993,6.23221,
2,98896807,6.2294,"CNGA3,VWA3B"
5,111311804,6.22912,"NREP,NREP-AS1"
16,52377770,6.22912,"CASC22,TOX3"
13,35327771,6.22912,
6,123716251,6.22863,"TRDN,TRDN-AS1"
3,99403730,6.22622,"COL8A1,MIR548G"
21,31249235,6.22622,GRIK1
9,138635507,6.22518,"CAMSAP1,KCNT1,LCN9,SOHLH1"
5,124137581,6.22518,ZNF608
10,80021895,6.22518,"LINC00595,LINC00856"
7,40431102,6.2213,SUGCT
4,105374592,6.2213,"CXXC4,CXXC4-AS1"
21,23970309,6.2213,
18,54093844,6.2213,
16,20211311,6.2213,
14,25987427,6.2213,
11,83961660,6.2213,DLG2
10,97922410,6.2213,"BLNK,ENTPD1-AS1,MIR3157,ZNF518A"
10,80302745,6.2213,
1,202775658,6.22065,"KDM5B,KLHL12,LOC148709,MGAT4EP,PCAT6,RABIF,SYT2"
3,62663342,6.22047,CADPS
2,100887393,6.2204,"LINC01104,LONRF2"
6,152722228,6.218,"SYNE1,SYNE1-AS1"
17,31483348,6.218,ASIC2
8,2761488,6.21565,CSMD1
5,56313489,6.21298,"MIER3,SETD9"
2,76930858,6.20951,LRRTM4
5,41231744,6.20657,"C6,PLCXD3"
3,129311820,6.20657,"H1FOO,IFT122,PLXND1,RHO,TMCC1"
9,3971094,6.20639,"GLIS3,GLIS3-AS1"
12,128531821,6.20639,"LINC00507,LINC00508,LINC02368,LINC02369,LINC02441"
7,37102715,6.20524,"ELMO1,ELMO1-AS1"
9,139813694,6.20144,"ABCA2,AJM1,C8G,CLIC3,EDF1,FBXW5,LCN12,LCNL1,MAMDC4,MIR4292,MIR4479,PAXX,PHPT1,PRR31,PTGDS,RABL6,TRAF2"
3,195966258,6.20003,"LINC00885,PCYT1A,SLC51A,TCTEX1D2,TM4SF19,TM4SF19-AS1,TM4SF19-TCTEX1D2,ZDHHC19"
13,50359564,6.20003,"EBPL,KPNA3"
9,96129132,6.19802,"C9orf129,FAM120A,FAM120AOS,WNK2"
2,61583635,6.19785,"SNORA70B,USP34"
2,43436501,6.19775,"LINC01126,THADA,ZFP36L2"
3,107664331,6.19127,"CD47,LINC00635,LINC00636"
6,76669842,6.19048,"IMPG1,MYO6"
11,63691979,6.18605,"COX8A,MACROD1,MARK2,NAA40,OTUB1,RCOR2,SPINDOC"
4,7863508,6.18519,"AFAP1,AFAP1-AS1,LOC389199"
10,95657050,6.18519,"LGI1,PIPSL,PLCE1,SLC35G1"
7,80601979,6.18511,SEMA3C
7,80596877,6.18511,SEMA3C
3,19318624,6.18294,"KCNH8,MIR4791"
6,33982527,6.18242,"GRM4,MIR1275"
4,81540458,6.18242,CFAP299
3,112804910,6.18242,"GTPBP8,LINC02044,NEPRO"
13,24118083,6.18212,"LINC00327,TNFRSF19"
17,27560726,6.18039,"CRYBA1,MYO18A,NUFIP2"
5,77647764,6.17978,"AP3B1,SCAMP1,SCAMP1-AS1"
7,47485884,6.17915,"SNORD151,TNS3"
2,25077856,6.17915,"ADCY3,CENPO,DNAJC27,NCOA1,PTRHD1"
2,165491225,6.17762,"COBLL1,GRB14,SNORA70F"
7,10845857,6.17737,"LOC100131472,MGC4859"
2,35358002,6.17658,
15,46860222,6.17658,
1,150996230,6.17658,"ANXA9,BNIPL,C1orf56,CDC42SE1,CERS2,GABPB2,MINDY1,MLLT11,PRUNE1,SETDB1"
8,128094460,6.17614,"PCAT1,PCAT2,PRNCR1"
1,9011722,6.17614,"CA6,ENO1,ENO1-AS1,MIR6728,SLC2A5,SLC2A7"
6,65603238,6.17361,EYS
3,176913617,6.16911,"LINC00501,TBL1XR1"
2,138845257,6.16911,"HNMT,LINC01832"
17,56483466,6.16911,"HSF5,MIR142,MIR4736,MTMR4,RNF43,SUPT4H1,TSPOAP1,TSPOAP1-AS1"
9,11194052,6.1668,
8,122331431,6.1668,
4,180320431,6.1668,
4,109090198,6.1668,"LEF1,LEF1-AS1"
3,109728092,6.1668,
18,67513581,6.1668,"CD226,DOK6"
10,58610132,6.1668,
10,25234085,6.1668,"ENKUR,PRTFDC1,THNSL1"
1,96949269,6.1668,
4,27480923,6.16537,
1,222800632,6.16236,"AIDA,BROX,HHIPL2,MIA3,TAF1A,TAF1A-AS1"
1,222797173,6.16236,"AIDA,BROX,HHIPL2,MIA3,TAF1A,TAF1A-AS1"
3,141186287,6.16117,"RASA2,ZBTB38"
9,122733234,6.1604,LINC01613
22,38684395,6.1604,"CSNK1E,MAFF,SNORA92,TMEM184B,TPTEP2,TPTEP2-CSNK1E"
2,88957852,6.1604,"EIF2AK3,EIF2AK3-DT,LOC101928371,RPIA"
14,24270992,6.1596,
10,97791761,6.1596,"CC2D2B,CCNJ,ENTPD1-AS1,MIR3157,ZNF518A"
2,36240477,6.15882,
2,167203527,6.15882,"SCN1A-AS1,SCN7A,SCN9A"
13,69606198,6.15882,
3,120025954,6.15771,"FSTL1,GPR156,LRRC58,MIR198"
11,22396882,6.15771,"ANO5,LINC01495,SLC17A6"
5,20930654,6.15665,LINC02241
13,67649599,6.15649,"PCDH9,PCDH9-AS3,PCDH9-AS4"
1,206846540,6.15367,"DYRK3,EIF2D,IL10,MAPKAPK2,RASSF5"
4,36782265,6.15278,
6,145207744,6.1519,UTRN
5,53492157,6.15113,ARL15
2,9506019,6.15086,"ASAP2,CPSF3,ITGB1BP1"
20,41669260,6.15016,"LOC101927138,PTPRT"
9,9150571,6.1492,PTPRD
9,20100286,6.14785,
1,56586056,6.14785,
3,186115479,6.14605,"DGKG,LINC02020,LINC02052"
1,45509967,6.14605,"EIF2B3,HECTD3,UROD,ZSWIM5"
6,85746683,6.14277,
3,19795160,6.14277,
2,233644163,6.14277,"EFHD1,GIGYF2,KCNJ13,NGEF,SNORC"
1,31049688,6.14277,
6,85935173,6.14247,
6,152456463,6.14247,"ESR1,MIR3163,SYNE1"
5,71463837,6.14247,"MAP1B,MIR4803,MRPS27"
4,77484368,6.14247,"MIR4450,MIR548AH,SHROOM3"
4,32894634,6.14247,
4,145604991,6.14247,"HHIP,HHIP-AS1"
